"0","573","245","1","True"
"0","1414","80","1","True"
"0","809","103","1","True"
"1","1996","437","1","False"
"1","548","306","1","False"
"1","1437","240","1","False"
"2","1765","460","1","True"
"2","10","31","1","True"
"2","841","311","1","True"
"3","1101","462","1","False"
"3","188","58","1","False"
"3","1695","267","1","False"
"4","1368","76","1","True"
"4","1775","177","1","True"
"4","118","477","1","True"
"5","752","301","1","False"
"5","1022","106","1","False"
"5","1036","224","1","False"
"6","544","440","1","True"
"6","1799","407","1","True"
"6","1526","116","1","True"
"7","1404","52","1","False"
"7","1155","45","1","False"
"7","790","200","1","False"
"8","1836","52","1","True"
"8","1258","63","1","True"
"8","1991","208","1","True"
"9","1316","148","1","False"
"9","775","3","1","False"
"9","1814","242","1","False"
"10","249","433","1","True"
"10","1262","1","1","True"
"10","1225","254","1","True"
"11","1468","318","1","False"
"11","166","316","1","False"
"11","254","422","1","False"
"12","1876","106","1","True"
"12","1499","162","1","True"
"12","91","114","1","True"
"13","1555","235","1","False"
"13","789","121","1","False"
"13","495","440","1","False"
"14","674","41","1","True"
"14","1220","105","1","True"
"14","378","130","1","True"
"15","778","420","1","False"
"15","387","77","1","False"
"15","1535","140","1","False"
"16","1899","383","1","True"
"16","231","231","1","True"
"16","663","435","1","True"
"17","1187","409","1","False"
"17","961","385","1","False"
"17","1769","265","1","False"
"18","1262","1","1","True"
"18","646","478","1","True"
"18","388","188","1","True"
"19","1230","44","1","False"
"19","104","68","1","False"
"19","744","112","1","False"
"20","240","103","1","True"
"20","703","163","1","True"
"20","1672","442","1","True"
"21","717","47","1","False"
"21","449","136","1","False"
"21","115","177","1","False"
"22","1338","385","1","True"
"22","722","68","1","True"
"22","1193","112","1","True"
"23","1446","296","1","False"
"23","136","363","1","False"
"23","1886","451","1","False"
"24","1038","494","1","True"
"24","1917","208","1","True"
"24","933","455","1","True"
"25","1518","134","1","False"
"25","1521","48","1","False"
"25","108","118","1","False"
"26","1081","54","1","True"
"26","1409","21","1","True"
"26","390","185","1","True"
"27","99","438","1","False"
"27","717","47","1","False"
"27","1591","78","1","False"
"28","1513","99","1","True"
"28","332","30","1","True"
"28","916","456","1","True"
"29","548","306","1","False"
"29","783","306","1","False"
"29","1973","468","1","False"
"30","1188","412","1","True"
"30","1739","239","1","True"
"30","1481","35","1","True"
"31","353","461","1","False"
"31","369","249","1","False"
"31","1415","323","1","False"
"32","1963","442","1","True"
"32","1750","452","1","True"
"32","1258","63","1","True"
"33","1585","6","1","False"
"33","1302","157","1","False"
"33","45","368","1","False"
"34","1124","88","1","True"
"34","947","81","1","True"
"34","1193","112","1","True"
"35","330","195","1","False"
"35","1337","32","1","False"
"35","1656","332","1","False"
"36","1528","403","1","True"
"36","1712","196","1","True"
"36","402","202","1","True"
"37","612","409","1","False"
"37","347","498","1","False"
"37","1052","403","1","False"
"38","1100","222","1","True"
"38","1245","443","1","True"
"38","1800","356","1","True"
"39","322","193","1","False"
"39","1185","230","1","False"
"39","48","307","1","False"
"40","872","17","1","True"
"40","1515","75","1","True"
"40","1080","193","1","True"
"41","964","400","1","False"
"41","1913","111","1","False"
"41","1041","417","1","False"
"42","1577","145","1","True"
"42","418","383","1","True"
"42","842","348","1","True"
"43","125","304","1","False"
"43","37","144","1","False"
"43","93","239","1","False"
"44","1641","57","1","True"
"44","330","195","1","True"
"44","1765","460","1","True"
"45","1135","57","1","False"
"45","548","306","1","False"
"45","1031","16","1","False"
