"0","Too design","422.58","Movies","true"
"1","Although skill me movement","187.03","Grocery","true"
"2","Black reflect win while home","105.09","Automotive","true"
"3","Require likely improve","180.20","Golf","false"
"4","Red however draw","442.31","Golf","true"
"5","Price trouble if example","467.26","Grocery","true"
"6","Professor together painting value","17.37","Toys","false"
"7","Position animal close","430.26","Beauty","false"
"8","Direction campaign Congress push","268.78","Grocery","true"
"9","Always car strategy television put","195.27","Pets","true"
"10","Money buy leg still","161.61","Electronics","false"
"11","Them career realize","315.45","Pets","false"
"12","Base open","377.93","Electronics","true"
"13","Significant debate front free","244.71","Automotive","true"
"14","Hot audience machine","8.56","Toys","true"
"15","Dinner participant cold","248.96","Movies","false"
"16","Community two back better","305.12","Decor","true"
"17","Fly area parent may","398.86","Pets","false"
"18","Process future","132.02","Sports","true"
"19","Idea accept","289.44","Grocery","true"
"20","Meet other close","140.87","Pets","false"
"21","Democratic stand record","338.28","Grocery","true"
"22","Last generation across","100.44","Golf","true"
"23","Trip election","95.73","Electronics","false"
"24","Within threat black","334.48","Sports","false"
"25","Game good fish money","155.84","Golf","false"
"26","Another everything those","495.20","Movies","false"
"27","Treatment early wait","12.19","Books","false"
"28","Trouble image wind","313.85","Sports","true"
"29","Board happen gas million","432.41","Golf","true"
"30","Down adult coach represent","382.26","Movies","false"
"31","Each technology hot tax","193.41","Beauty","false"
"32","Fall do movie black","142.10","Beauty","false"
"33","Throughout much nation","42.32","Toys","true"
"34","Environmental near future","482.00","Grocery","false"
"35","Bill during professional enough","2.77","Beauty","false"
"36","Try wait side part","488.73","Automotive","true"
"37","Rather understand machine theory","197.03","Toys","true"
"38","Service ask behavior financial","172.90","Grocery","false"
"39","Both bill","400.24","Toys","false"
"40","Moment price","400.86","Sports","true"
"41","Cover somebody bad top","462.78","Golf","false"
"42","Audience generation set","300.39","Games","true"
"43","Adult possible six","239.99","Golf","false"
"44","Star difficult sea other set","260.65","Grocery","false"
"45","Decade gun","383.76","Automotive","false"
"46","School about television","332.62","Sports","true"
"47","Over road","406.44","Books","false"
"48","Statement number PM main","63.25","Games","true"
"49","Home employee month fund","71.42","Grocery","true"
"50","Before training human bit","160.74","Grocery","false"
"51","Executive weight group class","28.14","Toys","false"
"52","Fire develop","402.56","Grocery","false"
"53","Data miss lawyer machine candidate","246.71","Golf","false"
"54","Quality several red decision assume","431.40","Automotive","false"
"55","Performance idea opportunity fish","81.33","Games","true"
"56","Collection sure simple between say","421.78","Movies","true"
"57","Police identify carry minute parent","269.13","Automotive","false"
"58","Forward none sure","497.81","Beauty","false"
"59","Blood whose marriage kid","390.27","Golf","true"
"60","Woman strategy","321.44","Grocery","true"
"61","Positive kind development impact plant","92.05","Movies","false"
"62","Matter some man","218.05","Golf","false"
"63","Amount national war sense","296.67","Beauty","false"
"64","Whether every also will","44.29","Toys","true"
"65","Political population wrong","275.22","Books","false"
"66","During because share","6.23","Sports","false"
"67","Art prove ready southern","305.15","Sports","true"
"68","Worker receive production maintain","165.92","Movies","true"
"69","Thought time peace","87.73","Automotive","false"
"70","Soldier suddenly myself imagine","226.10","Games","false"
"71","Crime water miss keep","156.01","Games","true"
"72","Pattern a article","307.30","Books","false"
"73","Them skill middle theory","297.35","Electronics","true"
"74","Someone west","447.70","Beauty","true"
"75","Run what general personal town","125.76","Electronics","false"
"76","Future second reach leg bring","2.56","Sports","true"
"77","Available voice threat house","193.12","Books","true"
"78","In politics trouble","176.04","Electronics","true"
"79","Condition who lead who","247.83","Golf","false"
"80","Present guy community","18.89","Pets","false"
"81","Hard according east","455.67","Decor","true"
"82","Summer color information south","190.78","Pets","true"
"83","Toward fast spring produce general","310.40","Automotive","false"
"84","Help day","353.26","Pets","false"
"85","Direction security window send","446.94","Pets","true"
"86","Card safe","395.40","Grocery","true"
"87","Raise report heart heart that","20.32","Pets","false"
"88","Figure hope partner mission whatever","240.95","Sports","true"
"89","Indicate part","229.73","Movies","false"
"90","Reach risk painting camera","157.73","Pets","true"
"91","They film leader edge clearly","480.65","Golf","false"
"92","American need outside who respond","324.25","Sports","true"
"93","Option a police team better","98.11","Books","false"
"94","Vote require","147.31","Grocery","true"
"95","Soon decide street pretty","381.66","Automotive","true"
"96","Send affect economy be","231.37","Sports","false"
"97","Industry watch","16.79","Electronics","true"
"98","Ability beat still politics town","356.40","Decor","true"
"99","Firm phone conference","407.30","Golf","false"
"100","Particularly behavior north discuss respond","459.34","Books","false"
"101","Body a senior them","176.37","Books","true"
"102","He wish","126.45","Books","true"
"103","Nature door difference become","345.96","Decor","true"
"104","Third truth","255.49","Games","false"
"105","Garden piece sign large","278.43","Grocery","false"
"106","All TV imagine common","238.59","Toys","false"
"107","Performance simply put detail spring","38.31","Decor","true"
"108","Worker drive sit feeling","314.85","Movies","true"
"109","Manage player","8.19","Golf","true"
"110","Care its someone point","104.21","Books","true"
"111","Wish where Mrs","2.25","Automotive","false"
"112","Act left hundred site should","224.90","Golf","true"
"113","Technology avoid less food","428.49","Decor","false"
"114","His participant nation","216.39","Grocery","false"
"115","Environment president station visit indeed","378.93","Decor","false"
"116","Since loss","373.49","Movies","false"
"117","Green understand media each","463.46","Toys","true"
"118","When effect join","144.16","Electronics","true"
"119","Partner daughter wind","443.84","Pets","false"
"120","Partner necessary","445.05","Electronics","true"
"121","Offer much charge","291.84","Games","false"
"122","Player degree window","465.73","Pets","false"
"123","Challenge effort natural","213.26","Toys","true"
"124","Single test operation development trip","409.28","Golf","true"
"125","Owner avoid especially writer air","193.53","Pets","false"
"126","Remember similar rise employee","276.37","Games","false"
"127","Fact safe about response heart","417.45","Movies","false"
"128","Reflect new choose adult","302.31","Decor","true"
"129","Few let reveal","115.38","Electronics","true"
"130","Out whom free","403.84","Movies","true"
"131","Bring marriage dark hour","22.55","Electronics","false"
"132","Less specific","329.85","Beauty","true"
"133","Kind win safe","347.53","Books","true"
"134","Change determine send","438.05","Decor","true"
"135","Throughout would","339.08","Beauty","true"
"136","Like audience customer","380.96","Sports","false"
"137","Develop turn","248.81","Grocery","true"
"138","Will your approach subject","331.57","Beauty","false"
"139","Amount middle","476.23","Books","true"
"140","Major six your","256.30","Electronics","true"
"141","Action why seem too","231.30","Pets","true"
"142","Quickly involve of service","122.31","Decor","false"
"143","Low product eye remain","442.77","Sports","true"
"144","Spring different level","45.50","Beauty","true"
"145","Act hand process anyone","288.86","Sports","true"
"146","Tough subject effect","262.11","Decor","false"
"147","More understand as girl","316.33","Sports","false"
"148","Large important word effect","401.13","Grocery","false"
"149","Fish hundred","371.88","Books","false"
"150","Recently similar","347.95","Electronics","true"
"151","Easy dark","105.05","Toys","true"
"152","Nearly evidence something really","252.88","Grocery","false"
"153","Account western only four a","107.67","Movies","true"
"154","Parent nor make development","247.75","Beauty","false"
"155","Far job edge majority behind","358.06","Electronics","false"
"156","Model politics yet yes","367.07","Automotive","true"
"157","Market east movie present","317.07","Golf","true"
"158","Kid important risk","144.76","Decor","true"
"159","Bed street down","439.95","Movies","false"
"160","Clearly society should","451.45","Electronics","true"
"161","The buy speak","489.49","Pets","false"
"162","Floor very mother","363.24","Sports","false"
"163","Staff why college me fast","53.49","Books","false"
"164","Result to","191.26","Movies","false"
"165","Begin phone long scientist","13.31","Decor","false"
"166","Not item","129.97","Decor","false"
"167","Movement hear decide","434.58","Decor","false"
"168","Mean million both","107.22","Golf","false"
"169","Out recent federal","212.05","Toys","true"
"170","Television conference staff discover","405.88","Golf","false"
"171","Hotel thank","109.74","Automotive","true"
"172","Beyond view","459.95","Golf","true"
"173","Address guy month","289.03","Automotive","true"
"174","Billion reality land","188.27","Movies","true"
"175","Staff ball pressure","213.41","Golf","false"
"176","Water nature boy reach","122.24","Automotive","false"
"177","Others baby dream","149.91","Golf","false"
"178","Important social artist","200.35","Electronics","false"
"179","According nor","146.05","Electronics","false"
"180","Whatever no century behind successful","293.06","Automotive","true"
"181","Door sit authority","337.94","Toys","true"
"182","Task much region give","341.91","Movies","true"
"183","Home order indicate force","77.00","Toys","true"
"184","However way season similar","392.34","Games","true"
"185","Speech country admit follow","59.83","Toys","false"
"186","Push first crime onto","419.48","Decor","false"
"187","No pick worry score federal","409.23","Movies","false"
"188","Follow meeting wonder important","378.56","Grocery","false"
"189","Easy put","102.04","Beauty","true"
"190","Teach note word be","484.35","Grocery","false"
"191","Ten far available","39.76","Grocery","true"
"192","Mother other","66.71","Beauty","true"
"193","Skin sense","423.22","Beauty","true"
"194","Month president everyone","358.68","Electronics","false"
"195","Glass him force","482.01","Movies","true"
"196","Discover through feel","126.41","Grocery","true"
"197","Matter spend","43.29","Games","false"
"198","Always address successful","157.33","Games","false"
"199","Thousand career professor ready","328.14","Movies","false"
"200","Group now bill know","447.54","Decor","false"
"201","Figure enter","200.77","Grocery","false"
"202","Case military turn","117.24","Beauty","false"
"203","Some man maybe","21.43","Sports","false"
"204","Relate matter after year","9.24","Golf","true"
"205","Experience medical present","463.02","Automotive","true"
"206","Most week enjoy best high","363.48","Decor","false"
"207","Address social","83.45","Pets","true"
"208","Fall cover character","334.63","Toys","false"
"209","Check event administration","133.80","Decor","false"
"210","Movement interesting seat language Mrs","349.47","Decor","false"
"211","Nothing at poor","179.24","Decor","true"
"212","All buy","303.41","Decor","true"
"213","Yet most walk study","69.43","Automotive","true"
"214","Amount figure customer","461.36","Pets","true"
"215","Education sit performance policy debate","361.73","Automotive","true"
"216","Later image meet","403.40","Golf","false"
"217","Become assume police sister","331.10","Decor","false"
"218","His hotel","365.53","Toys","false"
"219","Amount maybe figure off","355.01","Grocery","true"
"220","Necessary food owner","206.91","Toys","true"
"221","Lot player follow air","386.34","Grocery","false"
"222","Today rock message","300.84","Automotive","true"
"223","Strong key program because","4.27","Sports","true"
"224","Old writer plan","491.99","Grocery","true"
"225","Commercial interest your performance","271.05","Grocery","true"
"226","Page card","142.34","Movies","false"
"227","Baby against despite","269.85","Electronics","false"
"228","As mother director much land","245.70","Movies","false"
"229","Officer down single southern name","280.06","Movies","true"
"230","International trouble","476.61","Toys","true"
"231","Above radio debate situation","299.11","Movies","true"
"232","Them imagine religious","97.88","Electronics","true"
"233","Near receive hear argue","73.50","Pets","false"
"234","Himself feeling","139.29","Grocery","false"
"235","True common share meeting half","481.52","Electronics","true"
"236","Head class","427.94","Books","true"
"237","Simply to miss light after","436.67","Grocery","false"
"238","Record car fear","258.07","Pets","true"
"239","Would magazine author","197.73","Decor","true"
"240","Shake federal few building","369.56","Automotive","false"
"241","Cell writer avoid","9.33","Golf","true"
"242","Be certainly property mean","27.36","Electronics","true"
"243","International order herself new and","370.78","Decor","true"
"244","Ask increase particular","377.73","Electronics","false"
"245","Only hope about movie","191.60","Golf","true"
"246","That about executive","90.84","Sports","true"
"247","Work year third policy doctor","446.53","Decor","true"
"248","Candidate best small hold still","339.25","Pets","false"
"249","Do field shoulder","315.99","Electronics","false"
"250","Television money student","281.79","Games","false"
"251","Report nearly help them","367.09","Golf","true"
"252","Attack from attention including","141.92","Automotive","true"
"253","Tonight fight study","267.39","Books","true"
"254","Court its property trade","353.26","Sports","false"
"255","Tv police","295.57","Golf","true"
"256","Every focus close into upon","5.09","Grocery","false"
"257","Think agent record structure","299.44","Games","false"
"258","Leave world science","359.95","Games","false"
"259","Suffer land lot","158.93","Golf","false"
"260","Institution agency which","209.18","Movies","false"
"261","Degree cultural rule including","321.97","Golf","false"
"262","Same former picture western","1.98","Electronics","false"
"263","Inside official hold","295.89","Decor","true"
"264","Those admit how","149.90","Beauty","false"
"265","Guess owner on","63.94","Books","false"
"266","Else wish peace know","122.24","Decor","false"
"267","About perhaps green","379.07","Golf","false"
"268","Claim Mr force","315.10","Movies","false"
"269","Always follow","58.13","Automotive","false"
"270","Officer everybody off special","123.81","Sports","true"
"271","Ability picture manager product shake","14.00","Decor","true"
"272","Leave speak behind student","81.70","Golf","false"
"273","Yes hard clear","450.59","Electronics","false"
"274","Stuff back anything leg","420.74","Decor","true"
"275","Check professional church nothing by","221.47","Beauty","true"
"276","Indeed pass bill cover","445.22","Pets","true"
"277","Individual carry pick room","71.89","Golf","false"
"278","Buy movement","363.31","Movies","true"
"279","Professor show","464.05","Games","false"
"280","Half firm fish","301.06","Games","false"
"281","Often usually","350.75","Beauty","false"
"282","Medical understand political","177.17","Electronics","true"
"283","Girl sure fund","136.74","Automotive","false"
"284","Perhaps rock use south","475.19","Games","false"
"285","That suffer should","368.96","Pets","true"
"286","Have south","445.77","Games","true"
"287","Cover since various computer","130.12","Sports","true"
"288","Talk officer tend include increase","118.71","Decor","true"
"289","Floor try indeed send","177.51","Pets","false"
"290","Allow example model","463.40","Sports","false"
"291","Back offer subject particular","53.50","Toys","true"
"292","Discuss beyond hit","141.08","Golf","true"
"293","Explain never audience","365.65","Movies","false"
"294","Different down sit","42.28","Pets","true"
"295","Man candidate","181.54","Automotive","false"
"296","Career popular account shake","100.55","Toys","true"
"297","Mission suggest site","309.38","Pets","false"
"298","Herself bill impact","32.40","Beauty","false"
"299","Street perform drop","356.82","Games","true"
"300","Tv direction job","441.81","Movies","false"
"301","Poor list TV subject","338.48","Games","false"
"302","Any turn blue college receive","395.96","Sports","true"
"303","Find beat lay plan","148.89","Grocery","true"
"304","Charge recognize home create","249.47","Movies","true"
"305","Set special","13.52","Sports","false"
"306","Sign memory name become","180.94","Games","true"
"307","Allow eat position story","386.11","Movies","true"
"308","Baby figure home officer son","481.65","Automotive","false"
"309","Get what","109.84","Pets","true"
"310","Attention natural","285.34","Movies","false"
"311","Control local even","137.95","Games","false"
"312","Pick very","413.65","Automotive","false"
"313","Behind certainly policy smile kid","405.75","Games","true"
"314","Material person cultural","221.32","Books","true"
"315","Of perform something","339.97","Games","false"
"316","Agreement former phone","246.51","Grocery","false"
"317","Alone represent","114.79","Books","true"
"318","Accept popular line stage","110.65","Books","false"
"319","Moment thus bar smile","450.31","Decor","true"
"320","Life fear boy role worry","340.69","Books","true"
"321","American case power teacher","261.40","Automotive","false"
"322","Party explain big list want","109.96","Electronics","true"
"323","Her once success four into","233.43","Sports","false"
"324","Sign bad top road","381.24","Toys","true"
"325","Power why main","482.87","Beauty","false"
"326","Federal answer kitchen","180.76","Toys","false"
"327","Play design","179.54","Grocery","true"
"328","Hope foot","294.44","Grocery","false"
"329","Nothing successful","76.12","Electronics","false"
"330","Wall matter","115.90","Pets","false"
"331","Its tax force order","117.08","Sports","false"
"332","About staff style","498.36","Games","false"
"333","Vote claim but","443.65","Golf","true"
"334","History hotel leader","422.74","Sports","false"
"335","Concern teacher","181.51","Movies","true"
"336","Too sell hear party sure","268.97","Automotive","false"
"337","Pretty admit alone option","352.53","Golf","true"
"338","Watch see seek","203.16","Sports","false"
"339","Environment decade difficult","185.83","Toys","true"
"340","Feeling out Mrs nearly way","181.15","Electronics","true"
"341","Source professor behavior environmental","221.76","Pets","true"
"342","Wife run behavior recently","98.42","Pets","false"
"343","Add half up trip","166.77","Sports","true"
"344","Development painting course else account","242.52","Automotive","false"
"345","Run manager cell away mind","297.32","Golf","true"
"346","Food base sure beautiful","428.82","Automotive","true"
"347","Class door believe","145.32","Electronics","true"
"348","Exist pass foot bit","203.92","Decor","true"
"349","Professor past","94.54","Automotive","false"
"350","Something world main case attack","59.57","Pets","false"
"351","South plan yard foot","120.32","Grocery","false"
"352","Stand bill","363.83","Grocery","true"
"353","Many Mr","408.81","Beauty","false"
"354","Picture run quite since","330.35","Toys","true"
"355","State former teach class fire","319.68","Automotive","false"
"356","Possible line","35.54","Sports","false"
"357","Stop foreign","212.05","Books","false"
"358","Professional sometimes still rest raise","288.17","Sports","true"
"359","Large over federal","252.15","Grocery","true"
"360","Any eat","19.25","Automotive","true"
"361","May explain","273.65","Movies","true"
"362","Same special cell save bank","61.78","Automotive","true"
"363","Not better speech","235.86","Movies","false"
"364","Pass arm couple building","23.19","Beauty","false"
"365","Agreement relate decision","74.13","Grocery","false"
"366","Too song tend","329.76","Decor","false"
"367","Job them finish","191.13","Movies","true"
"368","Network control sound","292.86","Sports","true"
"369","Explain say arrive","426.27","Golf","true"
"370","Recognize she father despite","78.17","Toys","false"
"371","Official leader","218.14","Golf","true"
"372","Indeed drop believe let","76.70","Automotive","false"
"373","Nice stock success","169.51","Movies","false"
"374","Green name list","233.83","Beauty","false"
"375","Country how down final","7.07","Automotive","false"
"376","Rule stuff","326.36","Movies","true"
"377","Suggest become ever","325.68","Electronics","true"
"378","Catch huge","365.12","Automotive","true"
"379","Stage another common physical","392.38","Movies","true"
"380","Doctor would natural","231.03","Decor","true"
"381","Poor foreign term hear hospital","130.34","Automotive","true"
"382","Across career hotel environment prepare","438.38","Books","false"
"383","Care method wide scene upon","30.86","Beauty","false"
"384","Despite late collection","308.68","Grocery","true"
"385","Role agency lose sing","325.22","Movies","true"
"386","Possible chance manage position","484.20","Toys","true"
"387","Around oil college low","149.70","Books","false"
"388","Physical administration culture","177.07","Grocery","false"
"389","Available minute floor may water","183.43","Games","false"
"390","Happy whose daughter purpose allow","187.84","Automotive","true"
"391","Candidate loss there","467.57","Sports","false"
"392","Company already discussion service technology","365.43","Decor","false"
"393","White sign bed","98.08","Books","true"
"394","Environmental shoulder","106.64","Books","true"
"395","So provide old clearly","7.16","Grocery","true"
"396","Cost of part","20.76","Grocery","false"
"397","Include that real share","90.96","Games","false"
"398","Street today hospital lead will","500.22","Sports","true"
"399","Us fill analysis hope","375.80","Electronics","false"
"400","Media bed win","179.29","Grocery","false"
"401","From tonight","475.74","Games","true"
"402","Avoid positive","407.71","Decor","true"
"403","With nature property bank","410.65","Golf","false"
"404","Foreign interesting hold level audience","378.09","Electronics","false"
"405","Process radio something project boy","406.09","Grocery","true"
"406","Mother positive major","60.25","Toys","false"
"407","Office the design","126.24","Games","true"
"408","Bad citizen break","376.68","Sports","false"
