"46","1558","70"
"36","1969","991"
"39","758","932"
"24","540","715"
"40","1286","27"
"29","214","490"
"11","535","190"
"13","518","704"
"32","1887","791"
"45","1982","139"
"16","1661","749"
"41","459","400"
"12","530","832"
"10","1099","183"
"23","399","58"
"21","1357","849"
"48","352","475"
"4","43","747"
"29","539","566"
"38","1784","757"
"21","398","424"
"1","695","797"
"35","1885","312"
"42","1929","385"
"1","1100","984"
"2","1785","621"
"34","22","833"
"9","62","405"
"21","102","761"
"6","298","58"
"40","825","137"
"46","1980","519"
"13","776","112"
"34","1343","384"
"45","643","796"
"29","1960","923"
"40","1150","792"
"30","1372","667"
"8","446","615"
"42","1907","704"
"9","652","258"
"22","1467","155"
"7","757","341"
"47","1770","486"
"48","1235","788"
"48","1592","948"
"36","1249","795"
"45","583","318"
"45","527","312"
"49","1745","530"
"43","768","268"
"20","782","206"
"47","584","530"
"37","1550","3"
"5","485","659"
"26","157","378"
"15","790","103"
"1","1238","93"
"22","1004","832"
"41","1621","102"
"1","542","339"
"27","483","38"
"37","14","141"
"26","1949","669"
"17","344","981"
"39","230","912"
"10","54","494"
"14","565","782"
"5","448","353"
"15","1394","957"
"5","1409","715"
"14","657","258"
"22","174","527"
"36","1090","873"
"19","525","497"
"11","266","947"
"47","185","906"
"10","1751","367"
"9","1535","852"
"29","731","302"
"34","476","991"
"31","1962","875"
"30","234","455"
"44","184","142"
"23","1119","92"
"13","1703","6"
"22","1884","692"
"13","1685","937"
"10","1297","166"
"42","1247","307"
"29","1189","99"
"18","1242","343"
"30","1071","150"
"35","402","410"
"46","575","176"
"36","1983","910"
"11","191","278"
"6","1216","156"
"0","383","420"
"36","488","156"
"12","90","834"
"36","13","256"
"21","1287","642"
"21","612","884"
"9","154","337"
"46","721","804"
"44","1763","405"
"23","1455","879"
"16","1723","494"
"44","373","264"
"36","1402","675"
"33","447","599"
"32","137","395"
"15","766","940"
"45","1822","590"
"40","1722","201"
"33","450","867"
"34","265","278"
"15","937","141"
"44","80","877"
"15","1773","871"
"13","726","809"
"6","421","429"
"15","1968","355"
"24","1251","417"
"33","270","674"
"4","408","743"
"3","839","453"
"14","1906","714"
"23","792","178"
"35","1579","458"
"27","325","579"
"3","656","291"
"41","36","566"
"18","1280","739"
"9","682","563"
"36","1298","559"
"33","264","704"
"32","1717","98"
"48","929","168"
"37","1497","491"
"30","1573","873"
"13","1390","459"
"27","692","138"
"10","151","516"
"45","1782","393"
"34","1673","913"
"8","1639","958"
"5","311","537"
"33","1998","477"
"21","1043","971"
"48","1274","465"
"25","673","559"
"43","1692","925"
"37","1469","16"
"2","1273","281"
"26","378","345"
"46","1288","204"
"46","1161","353"
"15","988","616"
"49","1656","725"
"26","1471","707"
"32","484","256"
"13","1264","181"
"48","1196","920"
"16","296","543"
"34","1094","808"
"36","1600","104"
"47","865","41"
"13","635","798"
"33","235","105"
"10","771","893"
"46","1079","980"
"36","1534","158"
"44","1915","387"
"30","784","587"
"30","1869","213"
"42","725","277"
"5","1388","313"
"5","654","935"
"22","1561","422"
"44","1937","313"
"30","1704","496"
"15","843","533"
"14","1941","335"
"25","1514","22"
"26","227","518"
"26","1397","897"
"18","910","32"
"6","622","416"
"19","1999","58"
"28","697","196"
"44","1449","401"
"5","1403","50"
"3","1943","804"
"33","796","355"
"21","494","294"
"23","134","118"
"47","1158","274"
"41","159","126"
"17","1472","892"
"43","780","524"
"38","1989","325"
"14","501","964"
"33","1166","298"
"30","165","195"
"23","611","112"
"40","742","180"
"31","572","408"
"33","495","678"
"42","163","116"
"18","1805","914"
"35","231","254"
"28","362","810"
"12","859","888"
"17","99","304"
"27","1541","857"
"7","891","282"
"2","422","891"
"43","1025","296"
"49","208","492"
"23","117","36"
"41","744","780"
"49","434","226"
"31","1528","9"
"2","767","754"
"47","1067","352"
"27","781","821"
"16","1644","333"
"22","162","637"
"29","644","51"
"20","1145","128"
"8","1910","766"
"7","283","777"
"10","1612","423"
"17","410","533"
"31","1156","967"
"16","321","619"
"32","1223","156"
"7","1977","33"
"33","491","888"
"44","1303","742"
"28","916","746"
"1","1416","865"
"27","1461","769"
"3","907","492"
"7","1860","318"
"46","717","711"
"41","272","918"
"15","968","926"
"22","884","225"
"6","684","486"
"19","1932","694"
"24","811","863"
"47","786","413"
"10","496","119"
"28","1679","875"
"22","585","238"
"31","1678","18"
"24","42","113"
"15","124","681"
"19","1016","199"
"42","310","669"
"6","1222","772"
"37","1293","914"
"44","1743","756"
"27","1551","129"
"49","291","144"
"46","1574","159"
"5","2","289"
"48","1698","598"
"7","1135","217"
"17","1092","166"
"43","403","525"
"5","1035","168"
"44","1008","153"
"36","1864","615"
"32","1798","151"
"48","1306","208"
"36","1951","421"
"7","650","690"
"24","1148","596"
"6","1817","433"
"22","1539","433"
"33","1318","306"
"32","750","836"
"7","1495","44"
"27","1041","906"
"25","1899","260"
"0","566","670"
"25","948","572"
"22","1365","993"
"29","1548","422"
"12","1398","231"
"16","971","881"
"29","1260","15"
"20","200","716"
"8","53","491"
"11","1820","332"
"14","1159","126"
"20","273","398"
"7","1506","304"
"49","616","443"
"25","1490","435"
"9","254","790"
"19","150","284"
"46","994","945"
"31","1134","693"
"15","1525","598"
"8","954","777"
"17","1358","860"
"15","553","465"
"7","1912","257"
"17","1046","122"
"12","1281","206"
"40","523","964"
"8","1325","183"
"29","1965","69"
"41","1040","739"
"24","1662","601"
"22","963","956"
"4","649","394"
"26","1649","473"
"44","1655","19"
"20","1714","313"
"37","947","21"
"18","1596","17"
"21","114","911"
"21","1686","555"
"21","1828","811"
"48","805","152"
"36","306","770"
"12","351","685"
"42","1209","456"
"33","1532","197"
"23","116","759"
"3","997","389"
"12","1581","822"
"19","79","925"
"42","115","919"
"41","1776","47"
"4","1149","578"
"23","681","589"
"47","316","979"
"15","277","156"
"17","1463","292"
"30","864","706"
"7","23","733"
"47","1433","622"
"49","414","221"
"5","799","157"
"29","915","291"
"44","426","827"
"46","122","237"
"37","1510","717"
"37","135","359"
"3","326","108"
"22","1834","963"
"35","1865","525"
"45","1781","494"
"16","1917","811"
"36","1341","475"
"43","1375","324"
"3","342","376"
"4","1448","724"
"28","1993","280"
"20","1219","157"
"44","1445","775"
"18","9","326"
"9","935","217"
"48","219","456"
"28","1923","991"
"11","120","352"
"47","563","931"
"3","246","150"
"17","1520","654"
"27","1716","65"
"37","875","921"
"16","1107","544"
"18","1562","94"
"31","1761","513"
"48","164","319"
"46","646","985"
"49","574","503"
"29","1914","574"
"19","1854","162"
"33","889","557"
"29","1632","252"
"39","788","940"
"10","1479","183"
"5","381","99"
"23","95","194"
"42","1050","672"
"32","89","539"
"2","1850","473"
"21","1918","414"
"21","1284","721"
"17","1523","587"
"31","545","352"
"39","1267","587"
"27","1282","830"
"40","26","100"
"14","869","299"
"30","190","535"
"41","1487","213"
"36","877","22"
"47","63","476"
"3","247","313"
"46","1709","729"
"30","1101","938"
"28","37","22"
"47","350","510"
"26","253","13"
"15","642","152"
"17","156","487"
"23","528","435"
"19","560","324"
"33","1757","543"
"3","6","753"
"44","359","700"
"41","598","745"
"44","660","494"
"41","522","477"
"21","670","399"
"45","1740","189"
"13","195","643"
"25","1758","833"
"7","1367","888"
"13","1855","594"
"4","1104","527"
"18","985","883"
"24","1059","661"
"9","1651","134"
"10","1366","654"
"40","1927","456"
"42","1843","484"
"6","336","585"
"17","1065","531"
"4","917","599"
"21","393","895"
"25","711","284"
"19","1423","849"
"12","245","148"
"13","1812","987"
"11","734","531"
"25","1947","871"
"37","302","749"
"33","12","818"
"1","702","451"
"38","983","189"
"44","990","416"
"48","66","780"
"27","550","223"
"47","777","91"
"31","775","537"
"13","578","415"
"4","315","824"
"34","513","389"
"23","1386","396"
"23","715","474"
"43","1511","916"
"25","1185","872"
"12","487","123"
"39","1062","757"
"28","955","715"
"36","1481","211"
"2","271","321"
"40","1122","422"
"39","1160","517"
"40","895","13"
"40","1882","235"
"46","911","984"
"24","841","40"
"44","698","652"
"2","1966","775"
"4","210","76"
"11","1178","523"
"10","228","156"
"43","724","273"
"24","554","354"
"41","430","929"
"27","569","484"
"42","1836","74"
"15","1889","975"
"6","1000","563"
"45","951","392"
"33","147","814"
"39","718","910"
"9","1435","9"
"25","1186","715"
"25","885","472"
"25","391","883"
"5","536","936"
"29","186","231"
"45","455","283"
"49","292","523"
"26","628","830"
"40","1997","749"
"22","1170","77"
"6","1270","511"
"32","1640","369"
"49","1028","532"
"1","671","0"
"29","1248","596"
"26","284","831"
"46","1556","409"
"14","65","128"
"38","737","254"
"23","978","468"
"11","221","243"
"40","1083","223"
"6","1880","448"
"18","1590","619"
"36","820","168"
"3","787","71"
"11","1183","181"
"5","618","98"
"9","914","690"
"3","76","85"
"44","1744","120"
"42","1382","847"
"43","1797","288"
"24","1364","466"
"1","1772","499"
"34","728","882"
"9","763","617"
"38","785","29"
"41","630","28"
"19","417","291"
"16","1588","524"
"49","533","432"
"10","1371","606"
"38","88","897"
"48","1567","172"
"12","436","803"
"6","956","764"
"11","1155","799"
"3","1739","705"
"17","1956","355"
"33","1424","13"
"35","860","771"
"29","1087","213"
"39","48","642"
"42","390","538"
"28","1741","56"
"5","223","959"
"3","1851","86"
"44","1492","662"
"2","1480","410"
"43","1939","531"
"38","1493","517"
"35","1839","395"
"34","1911","398"
"24","795","257"
"30","217","840"
"13","380","461"
"24","953","240"
"4","169","921"
"37","1830","567"
"1","1526","668"
"0","250","10"
"26","1218","163"
"26","904","11"
"12","882","0"
"29","1106","984"
"3","980","210"
"3","803","308"
"0","1896","866"
"11","20","883"
"30","152","907"
"41","1841","454"
"30","868","62"
"2","888","604"
"41","846","35"
"13","1559","339"
"46","979","984"
"19","309","215"
"13","1873","199"
"37","1636","744"
"44","764","696"
"40","327","251"
"44","949","365"
"10","356","470"
"23","194","238"
"46","1863","950"
"4","1747","860"
"44","1888","716"
"34","1037","501"
"6","1725","157"
"26","435","435"
"7","1329","743"
"42","317","121"
"27","1707","46"
"41","1060","96"
"47","819","308"
"16","1450","176"
"47","762","103"
"4","368","958"
"23","1498","820"
"47","1778","564"
"31","1905","127"
"14","1666","394"
"18","623","503"
"46","1048","506"
"8","354","644"
"2","933","799"
"10","1360","234"
"2","1720","44"
"39","1760","934"
"39","1522","126"
"21","1191","766"
"17","1420","239"
"21","1019","679"
"38","1225","697"
"1","125","846"
"3","856","485"
"23","1068","702"
"13","870","881"
"17","651","145"
"11","1454","998"
"10","1816","375"
"2","1950","606"
"12","1151","805"
"29","1175","822"
"18","213","891"
"48","70","499"
"21","991","644"
"15","207","315"
"35","1236","728"
"11","1767","174"
"9","1407","307"
"13","538","379"
"31","1546","162"
"10","1457","718"
"44","148","531"
"28","714","442"
"38","1624","965"
"3","1695","768"
"32","1730","727"
"23","1456","828"
"11","883","196"
"31","730","514"
"39","964","900"
"25","547","68"
"35","871","648"
"32","98","331"
"16","1279","394"
"40","1118","318"
"28","33","229"
"48","1344","564"
"7","1604","772"
"34","1870","253"
"10","1622","554"
"19","1291","742"
"28","142","666"
"47","696","70"
"8","772","392"
"22","260","703"
"38","258","437"
"44","1362","476"
"19","745","860"
"3","237","466"
"43","318","148"
"47","1597","922"
"31","982","395"
"26","225","27"
"4","1032","909"
"16","456","991"
"28","941","392"
"37","1647","523"
"24","96","288"
"36","261","862"
"38","1878","591"
"2","579","18"
"1","1832","947"
"17","1254","496"
"36","1504","501"
"28","505","933"
"8","1974","850"
"9","366","845"
"19","802","715"
"19","1208","319"
"37","1470","181"
"38","640","414"
"21","1353","344"
"21","1894","24"
"15","606","183"
"35","769","820"
"13","1848","207"
"46","35","20"
"42","481","614"
"1","1513","693"
"36","72","197"
"44","952","641"
"44","27","17"
"48","1172","317"
"12","1975","896"
"41","1726","18"
"10","24","554"
"15","847","448"
"23","348","610"
"44","577","684"
"28","1430","19"
"3","0","951"
"21","586","817"
"48","636","806"
"9","504","436"
"15","861","720"
"17","647","44"
"19","1738","23"
"37","665","536"
"49","384","871"
"43","1110","682"
"26","1009","50"
"29","303","710"
"28","252","468"
"33","873","249"
"26","1563","405"
"33","1643","244"
"11","1399","657"
"16","1143","486"
"18","659","549"
"2","1012","978"
"21","1617","992"
"28","468","462"
"38","220","394"
"44","1954","131"
"42","564","248"
"7","1111","300"
"22","1177","212"
"12","1261","319"
"21","1374","102"
"21","1411","464"
"41","838","24"
"45","1626","255"
"35","1809","817"
"25","1769","652"
"27","1324","0"
"24","1290","739"
"32","1277","357"
"0","363","94"
"30","1198","438"
"13","1030","528"
"27","1584","646"
"11","746","170"
"0","1961","811"
"34","1978","31"
"6","1599","951"
"22","719","136"
"23","1061","531"
"1","312","587"
"40","1478","486"
"12","347","591"
"19","735","240"
"3","722","585"
"4","452","639"
"34","466","343"
"41","8","81"
"39","546","759"
"40","1406","564"
"27","1631","344"
"5","31","942"
"2","507","5"
"24","1645","275"
"23","59","806"
"9","128","236"
"30","346","853"
"1","581","963"
"24","1003","1000"
"30","1221","281"
"14","1383","568"
"24","1452","427"
"33","1117","740"
"35","837","222"
"33","1893","104"
"20","1898","6"
"5","445","52"
"37","804","686"
"14","828","687"
